index,source_pdf,page,rendered_png,width,height,png_sha256,jpeg_bytes,jpeg_sampling,jpeg_sha256
755,2406267.pdf,1,0755_2406267_p0001.png,1190,1684,cceb3b12806690cdbdd41ab277953533a74b9a2d4a8ddfeacabad20e5a1835dd,354023,4:4:4,f56ce6ce9fc2a860e2ecb412cf9d851f0d782e0807175355001bc79e04de9c0e
756,2407280.pdf,1,0756_2407280_p0001.png,1224,1584,1ab176ea20b8d7254f3a8ff22f32d09a092c60a7b5178d299d631c9551b02b0b,65474,4:4:4,c6ddeaa5e6eb4bf448df46bc9b6041adefc299c70f1b99ba08a6750e8955ce57
757,2407563.pdf,1,0757_2407563_p0001.png,1224,1584,df673c917bc8dbd3db5d5d17c19980db587a10910ac5427495e9d3b62e81f1b6,767661,4:4:4,0998f9629834e0da71c653fd7b355f6f1a7029b09de3e9a78a5e88a67d66feee
758,2407815.pdf,1,0758_2407815_p0001.png,1224,1584,f287ac6ee86c2853dbebf151707b5d06030f2b4fbd8db0c63933f67408986649,578252,4:4:4,ad4f2edbfa162868b44f54355328e5aff0316e119466eb3958d78b0881f02b34
759,2410449.pdf,1,0759_2410449_p0001.png,1224,1584,3e75bfaa20a57963283826ecdd55f0dcd9cda453be6632bbd41852c7788483a2,390108,4:4:4,2cca98560497676b290543534daf9a9fd932669910568303262b650cb35a9f2a
760,2410699.pdf,1,0760_2410699_p0001.png,1224,1584,2d97e0ac15642db15dcaaa15f731d3468f0af47be8abfdaf67933889e6ad98b2,750397,4:4:4,6af5ff27859c797667c7de6947b654c8ffc29293fe15a956e1d88de395b760e0
761,2415001.pdf,1,0761_2415001_p0001.png,1224,1584,ff9e1b42af9c71a2f5b51f5475c0b5498f45fb6c3877b129e4f15329b28eec71,1994174,4:4:4,397f8edf68ae34690b91157fbc4882123a1c97bb716c4294818cbb461bbb943d
762,2416020.pdf,1,0762_2416020_p0001.png,1217,2009,9ad787d0268768faf92dde35cc62958735af17d02a92ef9c1af5a8cf259bc87b,1206610,4:4:4,b60b0693045829d3e18de440afaced68f2063ddaabceb9a4d86516e155f8ab35
763,2418375.pdf,1,0763_2418375_p0001.png,1191,1684,0e3daa779f75bad1522d9b9913104bf1951f31524ee290437defb800863032bb,307932,4:4:4,9d1057b71f2dfcc7e5fc7ec90dda174b59fe839a8066a87e63d86ef88bb36ad1
764,2422134.pdf,1,0764_2422134_p0001.png,1224,1584,e8fca088ff58e4989391e127e10c13600f7581bd8284754233db12f1fa2ce1a9,556525,4:4:4,d11d2242ad4a9782f940d45444714daa41094a4a5a805f0334a9633da7600b1e
765,2422590.pdf,1,0765_2422590_p0001.png,1440,1080,69cc87321f5eb27adffd5f72c19f5b81baea22e317f878ed772a3c62e0438123,191063,4:4:4,a35045377427e7fdc3b00c2b9184603e24b1d3d3a9ee7b661c68a57c6de6e16d
766,2422616.pdf,1,0766_2422616_p0001.png,1224,1584,ed96a822ff4314abaea5bb1cb2764e9336da9c9f7c865b8fe086ab8aca51f2a2,319999,4:4:4,d1062fb5c14015574e90b76d7941c51e96265f5977508dbff8c0401f56340061
767,1000367.pdf,2,0767_1000367_p0002.png,1191,1588,d60a5c394d89e0676490a2008fb4226e22f563e91e2e62ab069ca8a32ab27720,1158274,4:4:4,365d2134a005a2c364ae8d8d5a4dacfd234b049295d38176f2a069bd75288b98
768,1003421.pdf,2,0768_1003421_p0002.png,1224,2016,4995b995b6113fb6b66758a844918c77c84a5a73084d1a84e8864f30edcfa22a,495440,4:4:4,24603ff58164ec93cc272e024ca50d55fa308485568758f70de356b48a033f8b
769,1008059.pdf,2,0769_1008059_p0002.png,1220,1606,8cb3c11bb6ac77999beb5d9f9dfe3d99d852971b7c83c648d0843266f3745a76,139906,4:4:4,29643ac9320fa8df8d5e6e9ca9adc7f3125fff95d961d6143fa3943a744a4b4a
770,1009210.pdf,2,0770_1009210_p0002.png,1224,1584,b2d9491f4aa3faabc9e442ada66ac273a2aa7348b4831a8745f80f543f271d1b,492801,4:4:4,48f95222ea0f8a1ed4a3ccba008966c3966c9a1e5fecba30cee0c25f4d9d2abc
771,1010876.pdf,2,0771_1010876_p0002.png,1224,1584,b7e8dda2bd94feb8effda223507414090b78aea4729b115faf8fe11f4882a034,649135,4:4:4,15560051cdbcab6c9f6e9762408df7fbe8727899b46870e913c59975efc65bc4
772,1011810.pdf,2,0772_1011810_p0002.png,1730,2238,431374959954c086056b027b9371fe29ba32d4e0f861b93a40268433c236c3f5,379574,4:4:4,3889fc5b2c1c912aab6dd302c2556fc99b3dc4864b41cc6263a0570a38ba48d3
773,1012538.pdf,2,0773_1012538_p0002.png,1191,1684,750f40fb09de238fe53805d669130b96511894964a538bdd82b8bb3b440c975e,951057,4:4:4,44d81015cadd86d765d8349fa3e8dbe3e934b9c250ddb9aee188f4fc9c742985
774,1014077.pdf,2,0774_1014077_p0002.png,1235,1591,9d6c12a7ced58f1e8c5b56d81ef9c5b27646fb1d51aaa671724cd2d0319d63ef,428414,4:4:4,0c954fbff249aa4865386b5da410b30a17930e765154093aa2eb08a3f1f8b423
775,1014669.pdf,2,0775_1014669_p0002.png,1191,1684,f8935dae514e34fa7368aac77e893da5684139e3eab8456e3dd62b3dc117c688,989402,4:4:4,62544d17988c8e69dff3a4f196b26a97b530e8f387fa7fdcd198948245fb46ed
776,1015168.pdf,2,0776_1015168_p0002.png,1191,1684,0074f53557764335c8f039d4c273ad2bfb956a159f97e9eef79e8a5c0d162fe5,115773,4:4:4,b8db05da28253c06e1edf21733374d4c28b3d5779d9355de2bc513b7ed7433ae
777,1015310.pdf,2,0777_1015310_p0002.png,1224,1584,edd1e0e4264b749126e8a823fc79437e31c3200714acef6ef4bc91ecb5083bbc,35326,4:4:4,97d0feb1c632062776d9692cda5d8c3ea1f640fed439d2b749411da2ecf18100
778,1016310.pdf,2,0778_1016310_p0002.png,1224,1584,e664a9f1c1a10998d063602670b0beca4181074984d0c0806f2f359ec6599d48,815682,4:4:4,9c63f2c761690b921d42d8a03f103414ca17be341ad20c9f3f6746b1591de142
779,1016445.pdf,2,0779_1016445_p0002.png,1191,1684,008058aab2a0b592610da9db2c1c0ca00eb4e2dca556427e47c14a28897ce506,397893,4:4:4,90913ca20b9ffce79a77b372a23b0ba6ebf9d5c2b27605fe5656e1060165a9c5
780,1020897.pdf,2,0780_1020897_p0002.png,1440,810,57eb24d5014b43b72b1ebf575fff6fe6457f1db1f40a65b300744f1721c5057a,76417,4:4:4,9698540070f5537904fd49f73377abf7fc8817e062e4fe74f24171135028ebe6
781,1022031.pdf,2,0781_1022031_p0002.png,1275,1768,ab606088e0f6bcc4fd45f13972840c92bac6105ea145711919fb404a7efc1aa5,27665,4:4:4,3e34f8d358c2b0b414969427e223d7b660bf2d566e12c1627a5fc9af9eaf2d3c
782,1022784.pdf,2,0782_1022784_p0002.png,1191,1684,021ab374f5367be9fe57a3fa75a9832809f83e0586d46130e28101d895ac8586,515417,4:4:4,99f2ae885b834593408b7173e5fd627b9488c3fddf37589f918d4d8ea75bfff7
783,1024757.pdf,2,0783_1024757_p0002.png,1191,1684,6dd3723e5dad3966d12e93a8e99605e0466e28816861e4dafb87bfd592cfee51,1106357,4:4:4,5c82c1efc80180a993a5785384674ff6b4b524515d85aa7922ee736c9722b9f3
784,1026220.pdf,2,0784_1026220_p0002.png,1191,1684,7e307bca8c5dfdcbeec02d884e3b4f77e6b196c85c4ca1b683d45144ce7dd7ef,409608,4:4:4,54d953d516338814f7fdb9c27d9e3ac229291b55c02bc935215530380faa68bd
785,1026724.pdf,2,0785_1026724_p0002.png,1224,1584,476f1a9da18c8453ab34361fbe1c7dc697b401e937f3d7424731c19c942b6ead,106811,4:4:4,1c070900cd2c55395edcff1bf663334b6bacd87ace6f4c9779d251441053fd0e
786,1029321.pdf,2,0786_1029321_p0002.png,1191,1684,f5ce75ddf443849ccdfba4fa7534e7e6749872b5cec6faf9d02121464d7e6eaa,452906,4:4:4,8ad15b5ae2e0f850cb76e13ba23887b2a3ba98a3b0ae66e7fa9188d739a5ac06
787,1031852.pdf,2,0787_1031852_p0002.png,1224,1584,9260c86c9e8a120b0f4fd2ec962afe97a49d66c48fc9ad355fb29076d13d7739,404141,4:4:4,9a03cf5f9d975afcaf85c9977d4445fa13545eaa73c00198541d54e9b9b65d6f
788,1032966.pdf,2,0788_1032966_p0002.png,1224,1584,bea71d05a880ad61b432d702d68d9634eaf26a8fec5ee8bf6f3545ff4a1914c6,536353,4:4:4,2f21864f3d9bf866065445903020f6406890d91103c07981ca2ac892ad048838
789,1033871.pdf,2,0789_1033871_p0002.png,1440,810,6c8dc6d07bb6d9aa9d0a9abadbb43bca61ee872e76699db30404218d7e6622eb,241907,4:4:4,8f4a2f7c1f50662de0c46f2dea5c8dae9223d43c8c2ac73dbc292cfe971c14bc
790,1034633.pdf,2,0790_1034633_p0002.png,1191,1684,6a8c41612ea59fbc5c3783882619c0ceda8044b779c7d9c216410fe237a5a2f4,583569,4:4:4,d9bc80a79a6b59f19e8516a198ef2a440745dfd6609f79e51cd0f76a03ee51e2
791,1035714.pdf,2,0791_1035714_p0002.png,1224,1584,536a82df135d83adcca2185faae39ed7aa028d3e8a1dec310f64b6c106ed6904,809095,4:4:4,d617855c86a8d193a5d321e287f61550cc8a277d6423f80cbbf5587bce544ae0
792,1037700.pdf,2,0792_1037700_p0002.png,1584,1224,f5521b250d678f9e0141ce89887bf1fad392ecd5ec7145c1c98ff4d41bd369a6,583446,4:4:4,5a42369db7bb5b8d4fb5d865a9184609f27745892a5262b3057ecdff69e8f793
793,1038218.pdf,2,0793_1038218_p0002.png,1224,1584,e8257c4535704a61f739e9e77c57d8283f498e2121d77b02ab8b7a4a1f7285c7,797048,4:4:4,880b3853f1ed8576c53d8d7fe25c434e90a110a17461a513824f95b2f2341459
794,1038973.pdf,2,0794_1038973_p0002.png,1224,1584,cd49c6e4f3a68e4fbac7a39b199cdd3917a2657929b3d121e8f92d22f766e610,868757,4:4:4,c7a7aa81f4dc4bc24ab6fe9b1ab95203b0a79a9c15690e579cac4a6f6088618d
795,1039340.pdf,2,0795_1039340_p0002.png,1192,1686,09d6d71683104b1d1ad8130e26dc743a22f0ebed72b0ec3e0ce3a4f2b06b0a22,535532,4:4:4,1357ea46dbc50297368401e9ef8edc72ca58ce0b0ff41979471a5e16a9db3763
796,1043219.pdf,2,0796_1043219_p0002.png,1224,1584,d7eede257eb531958a0417fc8bd009e19bc7ce4c0e32757f14d489016bfdcd9a,463647,4:4:4,1e165b66666b3084b59d60039e77f8117c1efd914c56b6a2c3e8e3c69e01f0ef
797,1045058.pdf,2,0797_1045058_p0002.png,1224,1584,5484b4075faccd0076651b4e6da68a567dd7ebd91903544072c87ad2532c8e8f,764673,4:4:4,46b2efe6c49a1b2efa5d8fc43f29990154ff4bbdda17835c950e6171f85bfb04
798,1048308.pdf,2,0798_1048308_p0002.png,1225,1585,d01bc6714564a89682b66acf61fe071ec74491ec29b03014645ebab1a199df89,607314,4:4:4,c11be55f951f40398377fea044234dfe37adef64e2a1977b990d5f960fdd06c8
799,1049627.pdf,2,0799_1049627_p0002.png,1188,1584,534ba52282755dbfd6a0f86a7dd584e7a50a04ac937a7d466e68eb64c11d458b,635770,4:4:4,e579c304ea852aea62b79f0328ece08859d5b9011eb0f8121e3d62c727c232cf
800,1050851.pdf,2,0800_1050851_p0002.png,1191,1685,a9047da7e06e5fe945e4f884247c192e78611413d213446c1672d61a61238a6b,810582,4:4:4,87dad8cec4e3ddb8044a3907b51f0c7030f000b6e1578ef7ea92787e0ad2c4b1
801,1052261.pdf,2,0801_1052261_p0002.png,1224,1584,3dd6c34618f73a885d759bfc0f6ed074cd358e31d02a2d888816361955457b3a,867769,4:4:4,d5695ba9075528aab71abce5b4bb2333021de24a08a05a45e2905ec5fe3c46aa
802,1054125.pdf,2,0802_1054125_p0002.png,1224,1584,93693ef951785842c32f05daac8d978c9735880ec3da50f8dc1183466c2a74aa,391971,4:4:4,10dcb8d4e2a000d42a8e6114d92b873d5ce63cb92fab15b542effa119fafb452
803,1057014.pdf,2,0803_1057014_p0002.png,1224,1584,7dfdbee85eb63fb9fdf674fe484b5cb616b8c5f21806f20f7777012f961bdfbf,421841,4:4:4,bcf18f6ff1759657a69dcc2ef425fd8d769597be7362edc445533d0421af2348
804,1057021.pdf,2,0804_1057021_p0002.png,1224,1584,6db7bdad51e2912d3803bdc047f8ae025cfb9915ff710f0cbc3cfb4976ba7128,38542,4:4:4,1e7c8a19ede25a907cb1272627b4f9084492e6fb9d38d9ffd687eb5038b84c24
805,1057315.pdf,2,0805_1057315_p0002.png,1225,1584,c2c3dcd8e1c23d2a2fcc9a9b4070d07bdaf567b605bf848c4df6f02f2720d682,571921,4:4:4,c60b49e38d2c923b5fc97fd9dbcbf8b865f126aaf802563e78ff88a508bba748
806,1061225.pdf,2,0806_1061225_p0002.png,1684,1192,8533e0a9814431be4f4e172943044d43672fe4b7a5063a3b8c45fb357e25ab33,274304,4:4:4,61aa375483a9cd14b0db27dd64d900bcd016cde489a3f1b5abd7d21fd27cba08
807,1061513.pdf,2,0807_1061513_p0002.png,3840,2160,2b880fe6fa78df92ac406e4b480811e21a703c9d0c541140773b4aca1bf2fe04,465599,4:4:4,ef6eaa1b8006709d1c461727c0175e788638d206d244008f06622361146ebbc2
808,1061589.pdf,2,0808_1061589_p0002.png,1224,1584,ff8368ed217b8d222aab3dad2922785fb290c1fd41bece45d1d7534cabbd3b98,439710,4:4:4,328ef30658a98d33dd0a8f0087c1b21e499a22c5d6e14903a552de652a4acfc7
809,1061646.pdf,2,0809_1061646_p0002.png,1224,1584,05d1eb5f62a0a11d1283af5dd5f8031a63fcdd37f90f178b6fcedd4d6c5a5109,242085,4:4:4,02f37b8ec3e0eba404aff6b99a32954ca1547f04a1c4124ba892cf6e5aa6bbd5
810,1063569.pdf,2,0810_1063569_p0002.png,1440,810,cdee27e2c352f6cd7b57df7f15ffe3959f22dd21630eececffd56f58561495ab,447639,4:4:4,dc20f9e3a220ff11d5c0a5c9fece2089f052873d53692e5af18c032bf582a2e7
811,1064120.pdf,2,0811_1064120_p0002.png,1440,1080,07dc8e33ed6c849aa5e66f1f048bcdf49ea9860c4bc84f09bc906c7fd29b8fea,520647,4:4:4,c4fbced8677537e97375688784065b56682c7507f6818028270834c7ce1a5cda
812,1064608.pdf,2,0812_1064608_p0002.png,885,1327,cf3f95dc89b50529952d124eee43f81bd660ea028f3c78ff53d9ea3b47df00d9,19846,4:4:4,1dd139ada594023000083d1214515872b5e78fb3e1cc7b087c149505976a5c86
813,1066320.pdf,2,0813_1066320_p0002.png,1224,1584,16b69b141c8b2ccc4dce2cabf7cd4be60f94725facd378e2b2c996683d8bd806,499472,4:4:4,91ae223fabd985837a955c6daa9fc9cfef5b632c4f7c3a792a186e9c50a43a4b
814,1067421.pdf,2,0814_1067421_p0002.png,1224,1584,e13bbb8cea1b95c3acff7cdcfc302acad687d475906ecff82c5c4dddd4bc84ca,546015,4:4:4,3ab87423207011f8a876e850722c4df598c23090f026902b73d1971e6cecbd51
815,1067588.pdf,2,0815_1067588_p0002.png,1224,1584,7279a9e27e9eba69253d5d67c1d838e818d7a2d36b2a6e27b3e828105abce7ff,375460,4:4:4,f86950ce163d55e8f8fe4dbf03a01bf33675a5ac024614a48274abf4d33177ed
816,1067785.pdf,2,0816_1067785_p0002.png,1440,1080,7998e3657e0364346780210e9f2160971d9e68ec435aeda5ec3de869c1c648bd,694543,4:4:4,3c5af3afe8ba30c22b4391ced1b43c2eeb259899a6cc971cf901a013ff92d7d2
817,1067991.pdf,2,0817_1067991_p0002.png,1224,1584,f062aa40260b6b65b957940f8dc24e0a0b51c145ccd05371c50ee062d5e14e83,30213,4:4:4,25541d4fcef8d0f4238aa7e2a8473f55a333fd933e84cdf923a3bea511dff848
818,1068798.pdf,2,0818_1068798_p0002.png,1224,2016,fcba5006df9586a720d7b4936adc7642f569c02db50f86b2b91c8928cfc935d6,464056,4:4:4,0f798d22bb75faf76f95d2d5e1845e5222979e63ffc9b8846a2ee355f2ee3251
819,1071056.pdf,2,0819_1071056_p0002.png,1224,1584,0f876570a2878d4573aea65cfb8985e256b2b114fea697528f679e6251fa516f,439990,4:4:4,0455e6c78055f658d13fa05d99aa839ef73deaf2c758888a7fa74b90a6f2a17c
820,1071884.pdf,2,0820_1071884_p0002.png,1196,1685,1f7e9b383de0d220fe53d981cdc2d047984c833237e4ca6b5ab385c66817d82a,363088,4:4:4,d35f4485a24050977d243e1e0c3b89577fe1976cb288bbf1f434d9d64efb48d6
821,1072248.pdf,2,0821_1072248_p0002.png,1224,1584,01337b4ee109903a81e3cfabfdfc2f671dcb9be87f7b6d6b7595cfcd0324a7a2,340497,4:4:4,3fa619690e0786961db14fac72c830b4efac95f9e767e2a28fb4f55a0d4c997a
822,1073013.pdf,2,0822_1073013_p0002.png,1224,2016,c65c253a5843aa3beb6cde69a2f18abe52a3a4efecf86f4be87e5e4297dbf70e,268828,4:4:4,3fd2a25e9f5b286dc1bbd0febee5dbad007cc3268ad99136e5eedee4ea9e2188
823,1074030.pdf,2,0823_1074030_p0002.png,1224,1584,d88042806460474a98ede8362484c4058d87c3ce3ee50a5ec795d5861ef2339b,23004,4:4:4,b67e4e6032813553e42d9683e0d098857bce6ba08370fa600514237f71f6a68c
824,1075664.pdf,2,0824_1075664_p0002.png,1190,1685,2a39f6a590b2e1e208e1cf2602b5c864fb965e937516230aa99d68541e5d7177,912293,4:4:4,b52f24817d6834183838625a96bf5d06ce44fef618c4bdd70889c7ba60c62d21
825,1077654.pdf,2,0825_1077654_p0002.png,1224,1584,b83db60817205e06deec7f0b7c08698df4150ff93df6f789f9c876a438449322,441121,4:4:4,93c3292b3915f1b459cca0dc01d8d906180a5c3d020d0bdac95a9eab9df0afa4
826,1077956.pdf,2,0826_1077956_p0002.png,1224,1584,dfcdbd79aaa83e6d155db4f8fdc6e5cf1765d8fbf1768b19fa58c2e7c168afa3,433979,4:4:4,69ca507f514bb9213f176cd12be2c0fd5667c0d3a23eb6a9fba8e0c63b0234eb
827,1078946.pdf,2,0827_1078946_p0002.png,1191,1684,1dca2fd309d82a1b7af4d99a153a3b8b5dcdf11116425c80b3af469d91b4d87a,129059,4:4:4,92674ad0ff2ccaf9bba6b6ee40c24dba2470b957f826ddca1dce86c1ccde1dec
828,1084420.pdf,2,0828_1084420_p0002.png,1224,1584,fd03269b5a49e4443698c1ff6add26f187737bfa6b8ff592522e42ae5d1249b6,33938,4:4:4,e97bc5da78b547c2e6a46dafc7d8ee25e44d3fa4da170db4c4f06c5609fa8067
829,1085940.pdf,2,0829_1085940_p0002.png,1224,1584,198ac89045af558f4ed4681a5cfd5982e1fef6d7d996bae5ca1df44307f63ef6,295239,4:4:4,34647b65b66abb410297da8f0019a090ad357baf339faaba0cd52f087aaac339
830,1086222.pdf,2,0830_1086222_p0002.png,1224,1584,3e8c030011c2b1b9f32cbf432731873a28c00e1db06974cca78b103b13286616,119950,4:4:4,8c6efaa24aad209432ae66b26bbfdefd75c8d5fbe138fd11080c75c08314313d
831,1086404.pdf,2,0831_1086404_p0002.png,1190,1684,0bc4d6150025eee4dd1869763f242016d59a2e540a69600f96755570d298cfa6,300228,4:4:4,3e7d7ca269efec46e91dd9f5949310ce664aaa561b29ba8718bbaa6d0f132fd3
832,1088696.pdf,2,0832_1088696_p0002.png,1224,1584,8d8d3b9c0c7cf8c4ca5d87c0af8b654a8879d6c3ddabaf57faeabab562251340,201322,4:4:4,0c2af4e8fd6e789a89633d68ab54e59eb85b1c09f05b71c4ec57810f528b53c4
833,1092414.pdf,2,0833_1092414_p0002.png,1224,1584,66edcf27be9aa2630654b42a7fc2832c2f3c57b86e49abf587fd49975c667acd,701113,4:4:4,3726bec83a9b899e90bb0192d8c090d457efb2603a251677fb2edffd4901b53d
834,1094494.pdf,2,0834_1094494_p0002.png,1581,1229,9d37a081f888940aa151135310b98f98584e772af23eb12239bdfd6f4f63f378,763737,4:4:4,5c427a7f188cf05a4ea690c40f694331b81260eb8d613d680b77509a18fb0077
835,1094619.pdf,2,0835_1094619_p0002.png,1224,1584,d88042806460474a98ede8362484c4058d87c3ce3ee50a5ec795d5861ef2339b,23004,4:4:4,b67e4e6032813553e42d9683e0d098857bce6ba08370fa600514237f71f6a68c
836,1096078.pdf,2,0836_1096078_p0002.png,1191,1684,1edecb16c570a7f4454ff25f2cafbe12500ac1828ec4e2ee3b541d0c160f0661,100855,4:4:4,ee412082ad4563ef1a91de71517b2c2dbff66268508894307e332d82abcdb345
837,1096626.pdf,2,0837_1096626_p0002.png,1191,1684,168236640bc9c76cef6326d7661f32092e4588ba1ff4dda840a4f7eda2138ab5,551941,4:4:4,44d1b40bdd531999f0807a55f323945ae10a884d38c5c14f923d4a089122b859
838,1098458.pdf,2,0838_1098458_p0002.png,1920,1078,981019e4c9676b838e55a7f356d5981c755ca4855b7e5739bf4fd9f2b762254d,1300968,4:4:4,f8f9c80870d9f03826cba3b01345de6ffbabd08a0a0b97142275a3331d15d4ff
839,1099125.pdf,2,0839_1099125_p0002.png,1224,1584,246a35d9d9d561041e6994ddb4dfbf507f0bc5a691fd35a9c25f21f51d0e5a70,316086,4:4:4,461e728e1f7b37dbf0c6e64682a831f233bc795cab41487cc39bfc773cee8a55
840,1102242.pdf,2,0840_1102242_p0002.png,1224,1584,abcb868ae1e87195a137a44b396de5262ca9c5a86eddf6e65d07f6f8812287c3,444180,4:4:4,430a4ba85bd0522877fcf2ff8007310f0d1e74b387414dcb38b1b3d4c134441b
841,1102324.pdf,2,0841_1102324_p0002.png,1224,1584,c832945182264e47ce1295bd72101da504f47add4ac1205d92675769386d7ec0,602060,4:4:4,62477c906153f6d3bd83886793923bab2ff543e5e7850a89143cb83d2d454ac3
842,1102434.pdf,2,0842_1102434_p0002.png,1224,1584,4936dae54ff92137b9a19cb06f6d0f10ea0cd28b3b89a91726fed87f5ef50583,812075,4:4:4,47b1242c9873c866d655d2922806ce0dda51b1671fdfad91a8e65732f7c2fca3
843,1106182.pdf,2,0843_1106182_p0002.png,2448,1584,69cf840acdeab18564ef49e68078079a9cb800b4ae606af4501b28058171e0ac,3139586,4:4:4,b6059f3f5b74c167f3f6118fd3353ec48a8950f80691fb242c790ad0243e1305
844,1106908.pdf,2,0844_1106908_p0002.png,1224,1584,c9256609b991e729765b9645a3fbc9bfdd5c1f6b78e9e7f5b06a605a56efe33b,985895,4:4:4,8e9ca3c1641d0fbf36ec4e82c5076814137647f0f0cefa5f3dd6eea1eae9f859
845,1107310.pdf,2,0845_1107310_p0002.png,1193,1685,6f6caf2bb30108f67e8cd1af5dee7dd94bc1c832bf9e1e1ff3eacb4903164fa4,142928,4:4:4,87827eb5ab1476e0e062666bfed845f1cc6ae163bf8c5e4f38609ebd59c52fc1
846,1108655.pdf,2,0846_1108655_p0002.png,1920,1080,0ae1adf3b432bad83cc3571bc24329e4a0d3d1b9355eeb6121f15ebc3f77f1de,684489,4:4:4,b270d69599961cdbfb9dd7dec6af8429dec7d804656b8a6093f81c758c6058ea
847,1109169.pdf,2,0847_1109169_p0002.png,1191,1684,fcd3c85aa165fa0624ca850c5e0741ff7d61eba82f68d7803ac374eafdf0b8b3,1044007,4:4:4,9288a92c08cb249aa2b9f7370e6763a97df4e0a53f47e3854b5c42f84de88b59
848,1110594.pdf,2,0848_1110594_p0002.png,1224,1584,1e73087c2070cb42e802d710af39bdd4b4bde27d051be6b1264683a32c48eba8,512857,4:4:4,4423300e59337bfaf0a618ae5493bd9658450a8840ec4f61d0c7b2232998e798
849,1111073.pdf,2,0849_1111073_p0002.png,2160,1584,f08208c88dcc34fbff967b77ebfd9884c4aad63777794442328df835c7363787,3233980,4:4:4,899fa19a4a6f1270f61cbfcd525e15e2480020319619660ba1762507b0fd7071
850,1111565.pdf,2,0850_1111565_p0002.png,1224,1584,79a643146328d8d0188a9231ad2d659a4bf8a5b4c41734b66367351c7c1f7ba3,578033,4:4:4,ee2472279933998ecd92937f8da5ff6a1d071dd803e9d4a249dca7b24ab6db73
851,1111667.pdf,2,0851_1111667_p0002.png,1224,1584,a0c9abb2832f96a1fabd5edb84f0e92c16cd407cecc0aed5b8cd9e3802d901ee,508920,4:4:4,08f8073395ec98df202a14b631aafcc71db9643ebe61060d734145cebe1ca9fa
852,1113772.pdf,2,0852_1113772_p0002.png,1225,1584,4cf245e56d39f4a85f217cf9922eda371c0d13efb527fee874dfaa832f0e3d24,346822,4:4:4,d16c29a8944fe777bd0526842b3031c5e43b6cf34b0148f1f4cfb64a15cfa108
853,1114199.pdf,2,0853_1114199_p0002.png,1191,1684,80252cfc5a78d2eabec55c9b97521162b2849d88362ddaf8d63ce6ce7e7b0b29,918650,4:4:4,b71a65ec3302084e4f78cdbcc4f14142020d1a8ee9b21fa78a8727b7725e529e
854,1119743.pdf,2,0854_1119743_p0002.png,1224,1584,d88042806460474a98ede8362484c4058d87c3ce3ee50a5ec795d5861ef2339b,23004,4:4:4,b67e4e6032813553e42d9683e0d098857bce6ba08370fa600514237f71f6a68c
855,1121142.pdf,2,0855_1121142_p0002.png,1581,1212,b30b09914a5d6a9d4491b5088fafd87463fff32d21b3ff85c9fb39bba47e140c,446633,4:4:4,0bc226edf7b27cdfbe37afeb9fefe6e876869bd2cfde498e8d7b8cc6b10c8049
856,1121870.pdf,2,0856_1121870_p0002.png,1224,1584,6b61de9b840122fcefed4daa94a5b3329cea529ecfff5035187adfa7d802e68f,1222190,4:4:4,ccc042e66b84860c6b302cbf6a8f48a17d7a248ff1b586bcc122fc206445beb9
857,1124304.pdf,2,0857_1124304_p0002.png,1224,1584,e4a8372728eeb7167a855cd4e50274028671fc223d55bdff90cb5c0e5a46050f,586903,4:4:4,e33372b9cc6f04120ea22d027ceaf226f0b8d2b5ed63d9184dbc5b28d29e84e9
858,1124501.pdf,2,0858_1124501_p0002.png,1224,1584,bb4a00aacb3c1720e6df454dc9257cf2a21eae24bd2689cf0c3230a21f18aa21,507810,4:4:4,097e4a7924117b5ab5ec8a4bf6b530d4300d5c641e5cda7df1822f039b69c12b
859,1126272.pdf,2,0859_1126272_p0002.png,1225,1582,85ba91020999afb1f2ebb02f0485b517e8b9f56d678257480a7eac3775dbae77,99906,4:4:4,cab2fc3e3b59fd6801e8b408710ea7a29a0f1c017efd1a7be9dbab81de9e660e
860,1127866.pdf,2,0860_1127866_p0002.png,1224,1584,05cc8481c2d74c1936b2f3978465287659a973387a6811e4c3522babc155356a,151918,4:4:4,95f2d13f19791ff3c987386e7a0ea6d73571cbbc185c792f730b7dcfce032324
861,1131257.pdf,2,0861_1131257_p0002.png,1150,1694,aa600570fda9483820506c94252db9c0fbf0e0e48e075793d67d28ae7e1e51bf,202776,4:4:4,65529243c3192b3f044f5af98e0ce0cdda73924499f8535a9cb339bbcd2f58aa
862,1132524.pdf,2,0862_1132524_p0002.png,1224,1584,c39339c46c3895841ebc8e180cec2b96a191e84a64b67ae88db5d68e81d6b40f,462322,4:4:4,4f8e23283b0db502a1bfe1360bbe8163d88e73bab55b9802597bed9d672e2547
863,1138736.pdf,2,0863_1138736_p0002.png,1191,1684,bb1d7e1e04409efa84047905f95fa155251fc213b7d682ef3ceb06f4338f01a3,560760,4:4:4,169afe3a2edf25a1e75a8225f80102aebce1e433245d83cb3e989ee65227dbb0
864,1139035.pdf,2,0864_1139035_p0002.png,1190,1684,8cd215243e4e5c22a1729091b36577947d848f4c328e83925148656a8b5c526d,464463,4:4:4,b2a992d9ff0cd896548e756303192122b6c7e4f8771986a41acf2383a647eb93
